course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,published_year,course_age_months,review_rate,avg_lecture_duration,price_per_hour,popularity_score,quality_score,length_category,price_category
1070968,Ultimate Investment Banking Course,https://www.udemy.com/ultimate-investment-banking-course/,True,200,2147,23,51,All Levels,1.5,2017-01-18,Business Finance,2017,106.6,0.01071262226362366,0.029411764705882353,133.33333333333334,0.0066586777681618145,0.005775330989709444,Short,Premium
1113822,Complete GST Course & Certification - Grow Your CA Practice,https://www.udemy.com/goods-and-services-tax/,True,75,2792,923,274,All Levels,39.0,2017-03-09,Business Finance,2017,105.0,0.33058739255014324,0.14233576642335766,1.9230769230769231,0.11341834881281865,0.18210914535504977,Long,Mid-Range
1006314,Financial Modeling for Business Analysts and Consultants,https://www.udemy.com/financial-modeling-for-business-analysts-and-consultants/,True,45,2174,74,51,Intermediate Level,2.5,2016-12-19,Business Finance,2016,107.6,0.03403863845446182,0.049019607843137254,18.0,0.014254121413517831,0.018367470074379753,Medium,Budget
1210588,Beginner to Pro - Financial Analysis in Excel 2017,https://www.udemy.com/complete-excel-finance-course-from-beginner-to-pro/,True,95,2451,11,36,All Levels,3.0,2017-05-30,Business Finance,2017,102.2,0.00448796409628723,0.08333333333333333,31.666666666666668,0.00511228292656812,0.0024443828497468212,Medium,Mid-Range
1011058,How To Maximize Your Profits Trading Options,https://www.udemy.com/how-to-maximize-your-profits-trading-options/,True,200,1276,45,26,Intermediate Level,2.0,2016-12-13,Business Finance,2016,107.8,0.03526645768025078,0.07692307692307693,100.0,0.012969771227059458,0.018453050301229415,Medium,Premium
192870,Trading Penny Stocks: A Guide for All Levels In 2017,https://www.udemy.com/trading-penny-stocks-a-guide-for-all-levels/,True,150,9221,138,25,All Levels,3.0,2014-05-02,Business Finance,2014,139.7,0.014965838846112136,0.12,50.0,0.019713673289705025,0.00999703857044175,Medium,Premium
739964,Investing And Trading For Beginners: Mastering Price Charts,https://www.udemy.com/investing-and-trading-for-beginners-mastering-price-charts/,True,65,1540,178,26,Beginner Level,1.0,2016-02-21,Business Finance,2016,117.7,0.11558441558441558,0.038461538461538464,65.0,0.038911652780526385,0.06103505712724149,Short,Mid-Range
403100,"Trading Stock Chart Patterns For Immediate, Explosive Gains",https://www.udemy.com/trading-chart-patterns-for-immediate-explosive-gains/,True,95,2917,148,23,All Levels,2.5,2015-01-30,Business Finance,2015,130.6,0.050737058621871785,0.10869565217391304,38.0,0.021177687029567044,0.02806483100523358,Medium,Mid-Range
476268,Options Trading 3 : Advanced Stock Profit and Success Method,https://www.udemy.com/day-trading-stock-options-3/,True,195,5172,34,38,Expert Level,2.5,2015-05-28,Business Finance,2015,126.7,0.006573859242072699,0.06578947368421052,78.0,0.01003671854730067,0.003906350280537169,Medium,Premium
1167710,The Only Investment Strategy You Need For Your Retirement,https://www.udemy.com/the-only-investment-strategy-you-need-for-your-retirement/,True,200,827,14,15,All Levels,1.0,2017-04-18,Business Finance,2017,103.6,0.016928657799274487,0.06666666666666667,200.0,0.006461722564226156,0.008719384465314051,Short,Premium
592338,Forex Trading Secrets of the Pros With Amazon's AWS,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,True,200,4284,93,76,All Levels,5.0,2015-09-11,Business Finance,2015,123.1,0.021708683473389355,0.06578947368421052,40.0,0.013901267856327046,0.012548639422976331,Medium,Premium
975046,Trading Options With Money Flow,https://www.udemy.com/trading-options-using-money-flow/,True,200,1380,42,17,All Levels,1.0,2016-10-18,Business Finance,2016,109.7,0.030434782608695653,0.058823529411764705,200.0,0.011642166966911668,0.015982558001378253,Short,Premium
742602,Financial Management Risk and Return For Securities,https://www.udemy.com/risk-and-return-finance/,True,30,3607,21,19,All Levels,1.5,2016-02-03,Business Finance,2016,118.3,0.005822012752980316,0.07894736842105263,20.0,0.0073412583444724755,0.00329358972500537,Short,Budget
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,https://www.udemy.com/the-complete-trading-course/,True,195,4061,52,16,All Levels,2.0,2016-03-16,Business Finance,2016,116.9,0.012804727899532135,0.125,97.5,0.010450218660043961,0.007349713193708498,Medium,Premium
1196544,Python Algo Trading: Sentiment Trading with News,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,True,200,294,19,42,All Levels,7.0,2017-04-28,Business Finance,2017,103.3,0.06462585034013606,0.16666666666666666,28.571428571428573,0.020032743101773335,0.03265907200920084,Medium,Premium
504036,Short Selling: Learn To Sell Stocks Before The Fall,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,True,75,2276,106,19,Intermediate Level,1.5,2015-06-22,Business Finance,2015,125.8,0.04657293497363796,0.07894736842105263,50.0,0.018515917149878422,0.025217602484086242,Short,Mid-Range
719698,Basic Technical Analysis: Learn the structure of the market,https://www.udemy.com/learn-basic-technical-analysis/,True,20,4919,79,16,Beginner Level,1.5,2016-01-08,Business Finance,2016,119.2,0.016060174832282986,0.09375,13.333333333333334,0.012998190203910642,0.009469329536746339,Short,Budget
564966,The Complete Chart Pattern Trading Course: A Proven Approach,https://www.udemy.com/make-money-trading-stocks-from-home/,True,200,2666,115,52,All Levels,4.0,2015-08-10,Business Finance,2015,124.2,0.043135783945986494,0.07692307692307693,50.0,0.01816324211602636,0.023662991262481316,Medium,Premium
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,https://www.udemy.com/7-deadly-mistakes-of-investing/,True,50,5354,24,23,All Levels,1.5,2015-09-21,Business Finance,2015,122.8,0.0044826298094882335,0.06521739130434782,33.333333333333336,0.009570749648963215,0.002678553017332931,Short,Mid-Range
58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,True,95,8095,249,12,Beginner Level,0.583333333,2013-06-09,Business Finance,2013,150.6,0.030759728227300803,0.04861111108333333,162.8571429502041,0.0239903470121395,0.019916209531759346,Short,Mid-Range
1242604,Winning Forex Trading with Live Forex Trading Examples,https://www.udemy.com/forexmacross/,True,200,809,3,25,All Levels,2.0,2017-06-06,Business Finance,2017,102.0,0.003708281829419036,0.08,100.0,0.002348595829271709,0.0019087956787831198,Medium,Premium
798740,Forex Traders - Create Your First Trading Robot. No Coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,True,200,2295,84,39,All Levels,4.0,2016-05-02,Business Finance,2016,115.3,0.036601307189542485,0.10256410256410256,50.0,0.015312208730374923,0.01983098698883209,Medium,Premium
506568,Create A Business From Home Trading Stocks Today In 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,True,75,10149,83,16,All Levels,2.0,2015-05-26,Business Finance,2015,126.7,0.008178145630111341,0.125,37.5,0.018456483681056485,0.005601187954425319,Medium,Mid-Range
1020760,Introduction to Accounting : Mastering Financial Statements,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,True,50,1916,38,23,Beginner Level,1.0,2016-12-05,Business Finance,2016,108.1,0.019832985386221295,0.043478260869565216,50.0,0.009215158221534686,0.01060878637137627,Short,Mid-Range
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,https://www.udemy.com/ethereum/,True,45,2507,333,40,All Levels,2.0,2016-05-30,Business Finance,2016,114.4,0.13282808137215796,0.05,22.5,0.04721738013400316,0.07248071949824877,Medium,Budget
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,True,150,5786,518,50,All Levels,5.0,2015-01-31,Business Finance,2015,130.6,0.08952644313861044,0.1,30.0,0.04112634745103303,0.054200277499347124,Medium,Premium
353044,Investing 101: The Complete Online Investing Course,https://www.udemy.com/online-investing-guide/,True,200,5334,373,42,All Levels,4.5,2014-11-28,Business Finance,2014,132.7,0.06992875890513686,0.10714285714285714,44.44444444444444,0.0329897426177331,0.041759788452386246,Medium,Premium
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,True,175,4005,237,25,Intermediate Level,2.0,2015-04-12,Business Finance,2015,128.2,0.05917602996254682,0.08,87.5,0.02630054033133776,0.03390574134308795,Medium,Premium
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),https://www.udemy.com/learn-mql5/,True,150,2877,103,81,All Levels,4.5,2016-04-26,Business Finance,2016,115.5,0.035801181786583244,0.05555555555555555,33.333333333333336,0.01614553451779387,0.01977707112648528,Medium,Premium
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,True,140,1026,25,37,Beginner Level,3.0,2017-06-27,Business Finance,2017,101.3,0.024366471734892786,0.08108108108108109,46.666666666666664,0.009109302733881438,0.012638692234726408,Medium,Premium
1170894,Python Algo Stock Trading: Automate Your Trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,True,95,1165,21,41,Beginner Level,2.5,2017-05-28,Business Finance,2017,102.3,0.018025751072961373,0.06097560975609756,38.0,0.007370113355264708,0.009395458884995898,Medium,Mid-Range
948974,THE Forex Robot: Incredible ROI (Robot Included),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,True,200,1843,171,35,All Levels,1.5,2016-10-04,Business Finance,2016,110.2,0.09278350515463918,0.04285714285714286,133.33333333333334,0.0324455496096612,0.04950707412951489,Short,Premium
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,True,45,8797,449,80,All Levels,6.5,2015-01-09,Business Finance,2015,131.3,0.0510401273161305,0.08125,6.923076923076923,0.033304822360132096,0.033700060014414314,Medium,Budget
1217778,Mastering High Probability Iron Condor Options Trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,True,200,1030,11,22,All Levels,2.0,2017-06-01,Business Finance,2017,102.2,0.010679611650485437,0.09090909090909091,100.0,0.0048561610276055675,0.005540206626845925,Medium,Premium
1246208,The Complete Short Course on Ethereum,https://www.udemy.com/ethereum1/,True,200,1041,12,28,All Levels,1.5,2017-06-11,Business Finance,2017,101.8,0.011527377521613832,0.05357142857142857,133.33333333333334,0.00513778330250296,0.005982307817101323,Short,Premium
